ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
1185,CORE,Yonah,Walmart,2300 Us-34,Oswego,IL,60543,United States,,,N,"509,000",Retail,,,"2300 US Highway 34, Oswego, Illinois, 60543",-88.3039,41.70621,PJM,Comed,Med,Low,Yes,,
1186,CORE,Yonah,Walmart,23769 Matthew Rd,Sterling,IL,61081,United States,,,N,"509,000",Warehouse,,,"23769 Matthew Rd, Sterling, Illinois, 61081",-89.7925,41.77949,PJM,Comed,Large,High,Yes,,
1187,CORE,Yonah,Walmart,2424 W Jefferson St,Joliet,IL,60435,United States,,,N,"509,000",Retail,,,"2424 W Jefferson St, Joliet, Illinois, 60435",-88.1423,41.52207,PJM,Comed,Large,High,Yes,,
1188,CORE,Yonah,Walmart,2450 Main St,Evanston,IL,60202,United States,,,N,"509,000",Retail,,,"2450 Main Street, Evanston, Illinois, 60202",-87.7064,42.03368,PJM,Comed,Med,Low,Yes,,
1189,CORE,Yonah,Walmart,2520 W 95th St,Evergreen Park,IL,60805,United States,,,N,"509,000",Retail,,,"2520 W 95th St, Evergreen Park, Illinois, 60805",-87.6851,41.72103,PJM,Comed,Med,Low,Unclear,,
1190,CORE,Yonah,Walmart,2601 S Cicero Ave,Cicero,IL,60804,United States,,,N,"509,000",Retail,,,"2601 Cicero Avenue, Cicero, Illinois, 60804",-87.7438,41.8428,PJM,Comed,Med,Low,No,,
1191,CORE,Yonah,Walmart,26453 Center Point Dr,Elwood,IL,60421,United States,,,N,"509,000",Warehouse,,,"Centerpoint Way, Elwood, Illinois, 60421",-88.141,41.44522,PJM,Comed,Large,High,Yes,,
1192,CORE,Yonah,Walmart,2680 Route 83,Round Lake Beach,IL,60073,United States,,,N,"509,000",Retail,,,"2680 IL-83, Round Lake, Illinois, 60073",-88.0631,42.3863,PJM,Comed,Large,Low,Yes,,
1193,CORE,Yonah,Walmart,2900 Kirk Rd,Aurora,IL,60502,United States,,,N,"509,000",Retail,,,"2900 Kirk Rd, Aurora, Illinois, 60502",-88.2799,41.8158,PJM,Comed,Large,Low,Yes,,
1194,CORE,Yonah,Walmart,3 S 100 Rte 53,Glen Ellyn,IL,60137,United States,,,Y,"509,000",Retail,,,"3S100 Il Route 53, Glen Ellyn, Illinois, 60137",-88.0545,41.82848,PJM,Comed,Med,Low,Yes,,
1195,CORE,Yonah,Walmart,311 E Il-38,Rochelle,IL,61068,United States,,,N,"509,000",Retail,,,"311 E Il Route 38, Rochelle, Illinois, 61068",-89.0509,41.93572,PJM,Comed,Med,High,Yes,,
1196,CORE,Yonah,Walmart,314 W Army Trail Rd,Bloomingdale,IL,60108,United States,,,Y,"199,209",Retail,,,"314 W Army Trail Rd, Bloomingdale, Illinois, 60108",-88.1026,41.93895,PJM,Comed,Large,Low,Yes,,
1197,CORE,Yonah,Walmart,321 S Larkin Ave,Joliet,IL,60436,United States,,,N,"199,209",Retail,,,"321 S Larkin Ave, Joliet, Illinois, 60436",-88.1256,41.51749,PJM,Comed,Med,High,Yes,,
1198,CORE,Yonah,Walmart,333 E Route 6,Morris,IL,60450,United States,,,N,"199,209",Retail,,,"333 E Route 6, Morris, Illinois, 60450",-88.4197,41.38467,PJM,Comed,Large,Medium,Yes,,
1199,CORE,Yonah,Walmart,3501 Brandon Rd,Elwood,IL,60421,United States,,,N,"1,100,000",Distribution,,,"3501 Brandon Rd, Elwood, Illinois, 60421",-88.0989,41.46052,PJM,Comed,Large,High,No,,
1200,CORE,Yonah,Walmart,3626 Touhy Ave,Skokie,IL,60076,United States,,,N,"199,209",Retail,,,"3626 Touhy Ave, Skokie, Illinois, 60076",-87.7195,42.01189,PJM,Comed,Med,Low,No,,
1201,CORE,Yonah,Walmart,365 Lake Marian Rd,Carpentersville,IL,60110,United States,,,N,"199,209",Retail,,,"365 Lake Marian Rd, Carpentersville, Illinois, 60110",-88.2612,42.12125,PJM,Comed,Large,Low,Yes,,
1202,CORE,Yonah,Walmart,3849 Northridge Dr,Rockford,IL,61114,United States,,,N,"199,209",Retail,,,"3849 Northridge Dr, Rockford, Illinois, 61114",-89.0325,42.3164,PJM,Comed,Large,Medium,Yes,,
1203,CORE,Yonah,Walmart,3900 Fountain Square Pl,Waukegan,IL,60085,United States,,,N,"199,209",Retail,,,"3900 Fountain Square Pl, Waukegan, Illinois, 60085",-87.899,42.34341,PJM,Comed,Large,Low,Yes,,
1204,CORE,Yonah,Walmart,3902 W Riverside Blvd,Rockford,IL,61101,United States,,,N,"199,209",Retail,,,"3902 W Riverside Blvd, Rockford, Illinois, 61101",-89.1139,42.31534,PJM,Comed,Large,Medium,Yes,,
1205,CORE,Yonah,Walmart,4000 Route 173,Zion,IL,60099,United States,,,N,"199,209",Retail,,,"4000 IL Route 173, Zion, Illinois, 60099",-87.8678,42.46459,PJM,Comed,Med,Low,Yes,,
1206,CORE,Yonah,Walmart,4005 167th St,Country Club Hills,IL,60478,United States,,,N,"199,209",Retail Building,,,"4005 West 167Th Street, Country Club Hills, Illinois, 60478",-87.7158,41.5861,PJM,Comed,Med,Low,Yes,,
1207,CORE,Yonah,Walmart,4041 Veterans Dr,Ottawa,IL,61350,United States,,,N,"199,209",Retail,,,"4041 Veterans Dr, Ottawa, Illinois, 61350",-88.8419,41.37806,PJM,Comed,Large,High,Yes,,
1208,CORE,Yonah,Walmart,4115 E Lincolnway,Sterling,IL,61081,United States,,,Y,"199,209",Retail,,,"4115 E Lincolnway, Sterling, Illinois, 61081",-89.6463,41.81743,PJM,Comed,Large,High,Yes,,
1209,CORE,Yonah,Walmart,420 S Weber Rd,Romeoville,IL,60446,United States,,,N,"199,209",Retail,,,"420 S Weber Rd, Romeoville, Illinois, 60446",-88.1233,41.60759,PJM,Comed,Large,High,Yes,,
1210,CORE,Yonah,Walmart,4650 W North Ave,Chicago,IL,60639,United States,,,N,"199,209",Retail,,,"4650 W North Ave, Chicago, Illinois, 60639",-87.7428,41.90976,PJM,Comed,Med,Low,Yes,,
1211,CORE,Yonah,Walmart,4700 W 135th St,Crestwood,IL,60445,United States,,,N,"199,209",Retail,,,"4700 West 135Th Street, Midlothian, Illinois, 60445",-87.7342,41.64732,PJM,Comed,Med,Low,Yes,,
1212,CORE,Yonah,Walmart,475 E Route 173,Antioch,IL,60002,United States,,,N,"199,209",Retail,,,"475 E IL Route 173, Antioch, Illinois, 60002",-88.0647,42.46637,PJM,Comed,Large,Low,Yes,,
1213,CORE,Yonah,Walmart,501 E Lincoln Hwy,New Lenox,IL,60451,United States,,,N,"199,209",Retail,,,"501 E Lincoln Hwy, New Lenox, Illinois, 60451",-87.9539,41.51239,PJM,Comed,Large,High,Yes,,
1214,CORE,Yonah,Walmart,505 Riverstone Pky,Kankakee,IL,60901,United States,,,N,"199,209",Retail,,,"505 Riverstone Pkwy, Kankakee, Illinois, 60901",-87.862,41.07838,PJM,Comed,Large,High,Yes,,
1215,CORE,Yonah,Walmart,5670 Northwest Hwy,Crystal Lake,IL,60014,United States,,,N,"104,700",Retail,,,"5670 Northwest Hwy, Crystal Lake, Illinois, 60014",-88.3063,42.22968,PJM,Comed,Med,Low,Yes,,
1216,CORE,Yonah,Walmart,603 W River Oaks,Calumet City,IL,60409,United States,,,N,"104,700",Retail,,,"603 River Oaks West, Calumet City, Illinois, 60409",-87.5619,41.59686,PJM,Comed,Med,Low,Yes,,
1217,CORE,Yonah,Walmart,6570 Grand Ave,Gurnee,IL,60031,United States,,,N,"104,700",Retail,,,"6570 Grand Ave, Gurnee, Illinois, 60031",-87.9665,42.38559,PJM,Comed,Med,Low,Yes,,
1218,CORE,Yonah,Walmart,6590 Grand Ave,Gurnee,IL,60031,United States,,,N,"104,700",Retail,,,"6590 Grand Ave, Gurnee, Illinois, 60031",-87.9666,42.38559,PJM,Comed,Med,Low,Yes,,
1219,CORE,Yonah,Walmart,6800 W Route 34 Hwy,Plano,IL,60545,United States,,,N,"104,700",Retail,,,"6800 W US Highway 34, Plano, Illinois, 60545",-88.564,41.65495,PJM,Comed,Large,Low,Yes,,
1220,CORE,Yonah,Walmart,7050 S Cicero Ave,Bedford Park,IL,60638,United States,,,N,"104,700",Retail,,,"7050 South Cicero Avenue, Chicago, Illinois, 60638",-87.7421,41.76583,PJM,Comed,Med,Low,Yes,,
1221,CORE,Yonah,Walmart,7151 Walton St,Rockford,IL,61108,United States,,,N,"104,700",Retail,,,"7151 Walton St, Rockford, Illinois, 61108",-88.9767,42.26781,PJM,Comed,Med,Medium,Yes,,
1222,CORE,Yonah,Walmart,7219 Walton St,Rockford,IL,61108,United States,,,N,"104,700",Retail,,,"7219 Walton St, Rockford, Illinois, 61108",-88.9746,42.26821,PJM,Comed,Med,Medium,Yes,,
1223,CORE,Yonah,Walmart,801 Meacham Rd,Elk Grove Village,IL,60007,United States,,,N,"104,700",Retail,,,"801 Meacham Road, Elk Grove Village, Illinois, 60007",-88.0458,42.00202,PJM,Comed,Med,Low,Yes,,
1224,CORE,Yonah,Walmart,801 N Randall Rd,Batavia,IL,60510,United States,,,N,"104,700",Retail,,,"801 N Randall Rd, Batavia, Illinois, 60510",-88.3458,41.86377,PJM,Comed,Med,Low,Unclear,,
1225,CORE,Yonah,Walmart,850-900 S Barrington Rd,Streamwood,IL,60107,United States,,,N,"104,700",Retail,,,"900 South Barrington Road, Streamwood, Illinois, 60107",-88.1448,42.01429,PJM,Comed,Med,Low,Unclear,,
1226,CORE,Yonah,Walmart,900 S Route 83,Villa Park,IL,60181,United States,,,N,"104,700",Retail,,,"900 Route 83, Villa Park, Illinois, 60181",-87.9615,41.87259,PJM,Comed,Med,Low,Yes,,
1227,CORE,Yonah,Walmart,9245 159th St,Orland Hills,IL,60487,United States,,,N,"104,700",Retail,,,"9245 159th St, Orland Hills, Illinois, 60487",-87.843,41.60145,PJM,Comed,Large,Low,Yes,,
1228,CORE,Yonah,Walmart,925 Dalton Ln,Bolingbrook,IL,60490,United States,,,N,"104,700",Warehouse,,,"925 Dalton Ln, Bolingbrook, Illinois, 60490",-88.1347,41.66472,PJM,Comed,Med,High,No,,
1229,CORE,Yonah,Walmart,9270-9500 Joliet Rd,Hodgkins,IL,60525,United States,,,N,"104,700",Retail,,,"9500 Joliet Road, Hodgkins, Illinois, 60525",-87.8658,41.77959,PJM,Comed,Large,Low,Yes,,
1230,CORE,Yonah,Walmart,930 E Mount Prospect Plz,Mount Prospect,IL,60056,United States,,,N,"104,700",Retail,,,"930 Mount Prospect Plz, Mount Prospect, Illinois, 60056",-87.9218,42.06835,PJM,Comed,Med,Low,Yes,,
1231,CORE,Yonah,Walmart,777 Brockton Ave,Abington,MA,2351,United States,,,Y,,Grocery,,,"777 Brockton Avenue, Abington, Massachusetts, 02351",-70.9674,42.09471,ISO-NE,N'Grid,Med,Medium,Yes,,
1232,CORE,Yonah,Walmart,30 Memorial Dr,Avon,MA,2322,United States,,,N,,Grocery,,,"30 Memorial Drive, Avon, Massachusetts, 02322",-71.0317,42.11961,ISO-NE,N'Grid,Med,Low,Yes,,
1233,CORE,Yonah,Walmart,700 Oak St,Brockton,MA,2301,United States,,,Y,,Grocery,,,"700 Oak Street, Brockton, Massachusetts, 02301",-71.0571,42.10119,ISO-NE,N'Grid,Med,Medium,No,,
1234,CORE,Yonah,Walmart,506 State Rd,Dartmouth,MA,2747,United States,,,Y,,Grocery,,,"506 State Road, North Dartmouth, Massachusetts, 02747",-71.0078,41.64101,ISO-NE,Eversource,Med,Low,Yes,,
1235,CORE,Yonah,Walmart,638 Quequechan St,Fall River,MA,2721,United States,,,N,,Grocery,,,"638 Quequechan Street, Fall River, Massachusetts, 02721",-71.1405,41.68652,ISO-NE,N'Grid,Med,Low,No,,
1236,CORE,Yonah,Walmart,121 Worcester Rd,Framingham,MA,1701,United States,,,N,"109,698",Grocery,,,"121 Worcester Road, Framingham, Massachusetts, 01701",-71.3996,42.3009,ISO-NE,Eversource,Med,Low,No,,
1237,CORE,Yonah,Walmart,20 Soojian Dr,Leicester,MA,1524,United States,,,N,"200,000",Grocery,,,"20 Soojians Drive, Leicester, Massachusetts, 01524",-71.9351,42.25119,ISO-NE,N'Grid,Large,Medium,Yes,,
1238,CORE,Yonah,Walmart,11 Jungle Rd,Leominster,MA,1453,United States,,,N,"167,000",Grocery,,,"11 Jungle Road, Leominster, Massachusetts, 01453",-71.7278,42.49253,ISO-NE,N'Grid,Med,Medium,Yes,,
1239,CORE,Yonah,Walmart,780 Lynnway Rd,Lynn,MA,1905,United States,,,Y,"124,000",Grocery,,,"780 Lynnway, Lynn, Massachusetts, 01905",-70.9633,42.44971,ISO-NE,N'Grid,Med,Low,No,,
1240,CORE,Yonah,Walmart,200 Otis St,Northborough,MA,1532,United States,,,Y,"157,000",Grocery,,,"200 Otis Street, Northborough, Massachusetts, 01532",-71.6551,42.28574,ISO-NE,N'Grid,Large,Medium,Yes,,
1241,CORE,Yonah,Walmart,555 E Main St,Orange,MA,1364,United States,,,Y,,Grocery,,,"555 E Main Street, Orange, Massachusetts, 01364",-72.2848,42.58684,ISO-NE,N'Grid,Med,Medium,Yes,,
1242,CORE,Yonah,Walmart,742 Main St,Oxford,MA,1537,United States,,,N,,Grocery,,,"742 Main Street, North Oxford, Massachusetts, 01537",-71.8803,42.17186,ISO-NE,N'Grid,Med,Medium,Yes,,
1243,CORE,Yonah,Walmart,555 Hubbard Ave,Pittsfield,MA,1201,United States,,,N,,Grocery,,,"555 Hubbard Avenue, Pittsfield, Massachusetts, 01201",-73.1967,42.46835,ISO-NE,Eversource,Med,Medium,No,,
1244,CORE,Yonah,Walmart,300 Colony Pl,Plymouth,MA,2360,United States,,,Y,,Grocery,,,"300 Colony Place, Plymouth, Massachusetts, 02360",-70.7177,41.95392,ISO-NE,Eversource,Med,Medium,Yes,,
1245,CORE,Yonah,Walmart,301 Falls Blvd,Quincy,MA,2169,United States,,,Y,,Grocery,,,"301 Falls Blvd, Quincy, Massachusetts, 02169",-70.9868,42.23648,ISO-NE,N'Grid,Med,Low,Yes,,
1246,CORE,Yonah,Walmart,770 Broadway,Saugus,MA,1906,United States,,,N,"108,000",Grocery,,,"770 Broadway, Saugus, Massachusetts, 01906",-71.0231,42.47101,ISO-NE,N'Grid,Med,Low,No,,
1247,CORE,Yonah,Walmart,1180 Fall River Ave,Seekonk,MA,2771,United States,,,Y,,Grocery,,,"1180 Fall River Avenue, Seekonk, Massachusetts, 02771",-71.3258,41.79385,ISO-NE,N'Grid,Med,Low,Yes,,
1248,CORE,Yonah,Walmart,1105 Boston Rd,Springfield,MA,1119,United States,,,Y,,Grocery,,,"1105 Boston Road, Springfield, Massachusetts, 01119",-72.5076,42.13889,ISO-NE,Eversource,Med,Medium,No,,
1249,CORE,Yonah,Walmart,100 Charlton Rd,Sturbridge,MA,1566,United States,,,N,,Grocery,,,"100 Charlton Road, Sturbridge, Massachusetts, 01566",-72.0591,42.12509,ISO-NE,N'Grid,Med,Medium,No,,
1250,CORE,Yonah,Walmart,333 Main St,Tewksbury,MA,1876,United States,,,Y,"148,000",Grocery,,,"333 Main Street, Tewksbury, Massachusetts, 01876",-71.2695,42.62502,ISO-NE,N'Grid,Med,Low,Yes,,
1251,CORE,Yonah,Walmart,550 Providence Way,Walpole,MA,2081,United States,,,Y,,Grocery,,,"550 Providence Hwy, East Walpole, Massachusetts, 02032",-71.2171,42.14364,ISO-NE,Eversource,Med,Low,Yes,,
1252,CORE,Yonah,Walmart,15 Tobey Rd,West Wareham,MA,2576,United States,,,N,,Grocery,,,"15 Tobey Road, Wareham, Massachusetts, 02571",-70.7477,41.77926,ISO-NE,Eversource,Med,Medium,Yes,,
1253,CORE,Yonah,Walmart,100 Valley Pky,Whitinsville,MA,1588,United States,,,Y,,Grocery,,,"100 Valley Parkway, Whitinsville, Massachusetts, 01588",-71.7012,42.10686,ISO-NE,N'Grid,Large,Medium,No,,
1254,CORE,Yonah,Walmart,25 Tobias Boland Way,Worcester,MA,1607,United States,,,N,"195,000",Grocery,,,"25 Tobias Boland Way, Worcester, Massachusetts, 01607",-71.7922,42.23265,ISO-NE,N'Grid,Large,Medium,Yes,,
1255,CORE,Yonah,Walmart,255 W Main St,Avon,CT,6001,Hartford,,,N,,Grocery,,,"255 W Main St, Avon, Connecticut, 06001",-72.8528,41.81229,ISO-NE,Eversource,Med,Extremely High,No,,
1256,CORE,Yonah,Walmart,1400 Farmington Ave,Bristol,CT,6010,Hartford,,,N,,Grocery,,,"1400 Farmington Ave, Bristol, Connecticut, 06010",-72.8978,41.69858,ISO-NE,Eversource,Med,Extremely High,Yes,,
1257,CORE,Yonah,Walmart,420 Buckland Hills Dr,Manchester,CT,6042,Hartford,,,Y,,Grocery,,,"420 Buckland Hills Dr, Manchester, Connecticut, 06042",-72.5378,41.80788,ISO-NE,Eversource,Med,Extremely High,Yes,,
1258,CORE,Yonah,Walmart,495 Flatbush Ave,Hartford,CT,6106,Hartford,,,Y,,Grocery,,,"495 Flatbush Ave, Hartford, Connecticut, 06106",-72.7139,41.74229,ISO-NE,Eversource,Med,Extremely High,No,,
1259,CORE,Yonah,Walmart,3475 Berlin Tpke,Newington,CT,6111,Hartford,,,Y,,Grocery,,,"3475 Berlin Tpke, Newington, Connecticut, 06111",-72.7281,41.65133,ISO-NE,Eversource,Med,Extremely High,No,,
1260,CORE,Yonah,Walmart,450 Providence Rd,Brooklyn,CT,6234,Windham,,,N,,Grocery,,,"450 Providence Rd, Brooklyn, Connecticut, 06234",-71.913,41.79704,ISO-NE,Eversource,Large,High,Yes,,
1261,CORE,Yonah,Walmart,474 Boston Post Rd,North Windham,CT,6256,Windham,,,N,,Grocery,,,"474 Boston Post Rd, North Windham, Connecticut, 06256",-72.1742,41.74105,ISO-NE,Eversource,Med,High,Yes,,
1262,CORE,Yonah,Walmart,150 Gold Star Hwy,Groton,CT,6340,New London,,,N,,Grocery,,,"150 Gold Star Hwy, Groton, Connecticut, 06340",-72.0637,41.36855,ISO-NE,Eversource,Med,Extremely High,Yes,,
1263,CORE,Yonah,Walmart,155 Waterford Pky N,Waterford,CT,6385,New London,,,Y,,Grocery,,,"155 Waterford Pkwy N, Waterford, Connecticut, 06385",-72.1564,41.37051,ISO-NE,Eversource,Large,Extremely High,No,,
1264,CORE,Yonah,Walmart,120 Commercial Pky,Branford,CT,6405,New Haven,,,N,,Grocery,,,"120 Commercial Pkwy, Branford, Connecticut, 06405",-72.8316,41.28059,ISO-NE,Eversource,Med,High,Yes,,
1265,CORE,Yonah,Walmart,1365 Boston Post Rd,Milford,CT,6460,New Haven,,,Y,,Grocery,,,"1365 Boston Post Rd, Milford, Connecticut, 06460",-73.0329,41.24098,ISO-NE,United Illuminating,Med,High,No,,
1266,CORE,Yonah,Walmart,665 Boston Post Rd,Old Saybrook,CT,6475,Middlesex,,,N,,Grocery,,,"665 Boston Post Rd, Old Saybrook, Connecticut, 06475",-72.3802,41.2947,ISO-NE,Eversource,Med,High,No,,
1267,CORE,Yonah,Walmart,465 Bridgeport Ave,Shelton,CT,6484,Fairfield,,,Y,,Grocery,,,"465 Bridgeport Ave, Shelton, Connecticut, 06484",-73.1119,41.29051,ISO-NE,United Illuminating,Med,Extremely High,Yes,,
1268,CORE,Yonah,Walmart,844 N Colony Rd,Wallingford,CT,6492,New Haven,,,N,,Grocery,,,"844 N Colony Rd, Wallingford, Connecticut, 06492",-72.8118,41.47817,ISO-NE,Eversource,Large,High,Yes,,
1269,CORE,Yonah,Walmart,315 Foxon Blvd,New Haven,CT,6513,New Haven,,,Y,,Grocery,,,"315 Foxon Blvd, New Haven, Connecticut, 06513",-72.8763,41.32167,ISO-NE,United Illuminating,Large,High,Yes,,
1270,CORE,Yonah,Walmart,515 Sawmill Rd,West Haven,CT,6516,New Haven,,,Y,,Grocery,,,"515 Sawmill Rd, West Haven, Connecticut, 06516",-72.9763,41.26928,ISO-NE,United Illuminating,Med,High,Yes,,
1271,CORE,Yonah,Walmart,150-250 Barnum Avenue Cutoff,Stratford,CT,6614,Fairfield,,,N,,Supermarket,,,"250 Barnum Avenue Cutoff, Stratford, Connecticut, 06614",-73.1192,41.19913,ISO-NE,United Illuminating,Med,Extremely High,No,,
1272,CORE,Yonah,Walmart,1100 New Haven Rd,Naugatuck,CT,6770,New Haven,,,Y,,Grocery,,,"1100 New Haven Rd, Naugatuck, Connecticut, 06770",-73.0281,41.46916,ISO-NE,Eversource,Med,High,Yes,,
1273,CORE,Yonah,Walmart,970-1030 Torringford St,Torrington,CT,6790,Litchfield,,,Y,,Grocery,,,"1030 Torringford St, Torrington, Connecticut, 06790",-73.0797,41.81934,ISO-NE,Eversource,Med,Extremely High,No,,
1274,CORE,Yonah,Walmart,67 Newtown Rd,Danbury,CT,6810,Fairfield,,,N,,Grocery,,,"67 Newtown Rd, Danbury, Connecticut, 06810",-73.416,41.40827,ISO-NE,Eversource,Med,Extremely High,No,,
1275,CORE,Yonah,Walmart,500 Bayonne Crossing Way,Bayonne,NJ,7002,United States,,,PV,,Grocery,,,"500 Bayonne Crossing Way, Bayonne, New Jersey, 07002",-74.1078,40.66077,PJM,PSE&G,,,,,
1276,CORE,Yonah,Walmart,1130 Highway 77,Bridgeton,NJ,8302,United States,,,N,,Grocery,,,"1130 Highway 77, Bridgeton, New Jersey, 08302",-75.2063,39.4668,PJM,ACE,,,,,
1277,CORE,Yonah,Walmart,2106 Mount Holly Rd,Burlington,NJ,8016,United States,,,N,,Grocery,,,"2106 Mount Holly Rd, Burlington, New Jersey, 08016",-74.8402,40.0503,PJM,PSE&G,,,,,
1278,CORE,Yonah,Walmart,500 Route 38,Cherry Hill,NJ,8002,United States,,,N,,Grocery,,,"500 Route 38, Cherry Hill, New Jersey, 08002",-75.0446,39.93647,PJM,PSE&G,,,,,
1279,CORE,Yonah,Walmart,Route 513 and I-78,Clinton Township,NJ,8809,United States,,,N,,Grocery,,,"County Route 513 & I-78 W, Clinton, New Jersey, 08809",-74.9205,40.63172,PJM,JCP&L,,,,,
1280,CORE,Yonah,Walmart,1350 N Delsea Dr,Deptford,NJ,8096,United States,,,N,,Grocery,,,"1350 Delsea Dr, Woodbury, New Jersey, 08096",-75.125,39.83474,PJM,PSE&G,,,,,
1281,CORE,Yonah,Walmart,290 State Route 18,East Brunswick,NJ,8816,United States,,,N,,Grocery,,,"290 State Route 18, East Brunswick, New Jersey, 08816",-74.4013,40.45758,PJM,PSE&G,,,,,
1282,CORE,Yonah,Walmart,839 Route 130,East Windsor,NJ,8520,United States,,,N,,Grocery,,,"839 US Highway 130, East Windsor, New Jersey, 08520",-74.5538,40.25511,PJM,JCP&L,,,,,
1283,CORE,Yonah,Walmart,2220 State Route 27,Edison,NJ,8817,United States,,,N,,Grocery,,,"2220 State Route 27, Edison, New Jersey, 08817",-74.3773,40.53319,PJM,PSE&G,,,,,
1284,CORE,Yonah,Walmart,6801 Black Horse Pike,Egg Harbor Township,NJ,8234,United States,,,N,,Grocery,,,"6801 Black Horse Pike, Egg Harbor Township, New Jersey, 08234",-74.5521,39.39774,PJM,ACE,,,,,
1285,CORE,Yonah,Walmart,40 International Dr S,Flanders,NJ,7836,United States,,,PV,,Grocery,,,"40 International Dr S, Flanders, New Jersey, 07836",-74.7061,40.88368,PJM,JCP&L,,,,,
1286,CORE,Yonah,Walmart,140 State Route 31,Flemington,NJ,8822,United States,,,PV,,Grocery,,,"140 State Route 31, Flemington, New Jersey, 08822",-74.855,40.52487,PJM,JCP&L,,,,,
1287,CORE,Yonah,Walmart,326 W Main St,Freehold,NJ,7728,United States,,,N,,Grocery,,,"326 W Main St, Freehold, New Jersey, 07728",-74.2944,40.2434,PJM,JCP&L,,,,,
1288,CORE,Yonah,Walmart,1885 State Route 57,Hackettstown,NJ,7840,United States,,,PV,,Grocery,,,"1885 State Route 57, Hackettstown, New Jersey, 07840",-74.8391,40.81798,PJM,JCP&L,,,,,
1289,CORE,Yonah,Walmart,700 Marketplace Blvd,Hamilton,NJ,8691,United States,,,N,,Grocery,,,"700 Marketplace Blvd, Robbinsville, New Jersey, 08691",-74.6345,40.19529,PJM,PSE&G,,,,,
1290,CORE,Yonah,Walmart,150 Harrison Ave,Kearny,NJ,7032,United States,,,N,,Grocery,,,"150 Harrison Ave, Kearny, New Jersey, 07032",-74.1377,40.74921,PJM,PSE&G,,,,,
1291,CORE,Yonah,Walmart,580 Route 9 N,Lanoka Harbor,NJ,8734,United States,,,PV,,Grocery,,,"580 US Highway 9, Lanoka Harbor, New Jersey, 08734",-74.1784,39.85731,PJM,JCP&L,,,,,
1292,CORE,Yonah,Walmart,525 Route 72 W,Manahawkin,NJ,8050,United States,,,N,,Grocery,,,"525 Route 72 W, Manahawkin, New Jersey, 08050",-74.2752,39.70102,PJM,ACE,,,,,
1293,CORE,Yonah,Walmart,150 Route 70 E,Marlton,NJ,8053,United States,,,N,,Grocery,,,"150 Route 70 E, Marlton, New Jersey, 08053",-74.9154,39.89409,PJM,PSE&G,,,,,
1294,CORE,Yonah,Walmart,4620 Black Horse Pike,Mays Landing,NJ,8330,United States,,,N,,Grocery,,,"4620 Black Horse Pike, Mays Landing, New Jersey, 08330",-74.6526,39.45423,PJM,ACE,,,,,
1295,CORE,Yonah,Walmart,130 Black Horse Pike,Mount Ephraim,NJ,8059,United States,,,N,,Grocery,,,"130 Black Horse Pike, Mount Ephraim, New Jersey, 08059",-75.0934,39.89852,PJM,PSE&G,,,,,
1296,CORE,Yonah,Walmart,934 Route 73,Mount Laurel,NJ,8054,United States,,,N,,Grocery,,,"934 Route 73, Mount Laurel, New Jersey, 08054",-74.9628,39.93265,PJM,PSE&G,,,,,
1297,CORE,Yonah,Walmart,3575 Rt 66,Neptune,NJ,7753,United States,,,PV,,Grocery,,,"3575 State Route 66, Neptune, New Jersey, 07753",-74.0847,40.22325,PJM,JCP&L,,,,,
1298,CORE,Yonah,Walmart,26 Hampton House Rd,Newton,NJ,7860,United States,,,N,,Grocery,,,"26 Hampton House Rd, Newton, New Jersey, 07860",-74.7406,41.07137,PJM,JCP&L,,,,,
1299,CORE,Yonah,Walmart,2100 88th St,North Bergen,NJ,7047,United States,,,PV,,Grocery,,,"2100 88th St, North Bergen, New Jersey, 07047",-74.0142,40.81241,PJM,PSE&G,,,,,
1300,CORE,Yonah,Walmart,3 Sorbello Rd,Pedricktown,NJ,8067,United States,,,N,,Warehouse,,,"3 Sorbello Rd, Pedricktown, New Jersey, 08067",-75.3994,39.73912,PJM,ACE,,,,,
1301,CORE,Yonah,Walmart,709 S Broadway,Pennsville,NJ,8070,United States,,,N,,Grocery,,,"709 S Broadway, Pennsville, New Jersey, 08070",-75.5022,39.61321,PJM,ACE,,,,,
1302,CORE,Yonah,Walmart,1303 Centennial Ave,Piscataway,NJ,8854,United States,,,N,,Grocery,,,"1303 Centennial Ave, Piscataway, New Jersey, 08854",-74.4419,40.55278,PJM,PSE&G,,,,,
